City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
462,Bedesa,ET,8.9,40.7833,63.91,71,42,5.48,scattered clouds
463,Hoi An,VN,15.8794,108.335,78.76,79,100,7.29,overcast clouds
464,Linkoping,SE,58.4109,15.6216,55.38,83,46,11.5,scattered clouds
465,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,68.83,57,87,3.94,overcast clouds
466,Caravelas,BR,-17.7125,-39.2481,73.45,79,3,10.0,clear sky
467,Abnub,EG,27.2696,31.1511,86.22,31,64,10.38,broken clouds
468,Lagoa Da Prata,BR,-20.0225,-45.5436,68.9,37,3,3.44,clear sky
469,Harwich,GB,51.9419,1.2844,60.01,80,39,1.99,scattered clouds
470,Pinillos,CO,8.9193,-74.4677,75.94,96,98,3.06,overcast clouds
471,Monte Patria,CL,-30.6919,-70.9467,58.21,54,59,2.73,broken clouds
472,Dawei,MM,14.0833,98.2,75.54,96,100,3.18,overcast clouds
473,Nyurba,RU,63.2842,118.3319,48.4,98,100,9.42,overcast clouds
474,Itarema,BR,-2.9248,-39.9167,78.03,82,7,14.61,clear sky
475,Tyup,KG,42.7276,78.3648,58.19,70,100,4.03,overcast clouds
476,Cullman,US,34.1748,-86.8436,90.25,55,0,5.75,clear sky
477,Paamiut,GL,61.994,-49.6678,44.17,97,100,7.07,light rain
478,Palmer,US,42.1584,-72.3287,85.55,74,76,3.44,broken clouds
479,Sherpur,BD,25.0188,90.0175,79.95,92,100,6.22,moderate rain
480,Juneau,US,58.3019,-134.4197,57.22,98,100,1.01,moderate rain
481,Sayyan,YE,15.1718,44.3244,60.44,75,80,6.13,broken clouds
482,Kloulklubed,PW,7.0419,134.2556,83.17,73,54,11.05,broken clouds
483,Kurumkan,RU,54.3,110.3,58.96,64,31,4.34,scattered clouds
484,Hrebinka,UA,50.1171,32.4361,62.51,96,2,6.89,clear sky
485,Vao,NC,-22.6667,167.4833,72.66,81,59,11.86,broken clouds
486,Mindelheim,DE,48.05,10.4833,63.25,91,100,8.05,moderate rain
487,Cervo,ES,43.6702,-7.4101,63.97,82,100,20.11,overcast clouds
488,Lata,PT,40.1629,-8.3327,62.6,95,6,0.67,clear sky
489,Mazatlan,MX,23.2167,-106.4167,88.02,85,49,3.0,scattered clouds
490,Port-Gentil,GA,-0.7193,8.7815,75.16,78,20,9.22,few clouds
491,Kirkland Lake,CA,48.1446,-80.0377,73.69,49,25,6.58,scattered clouds
492,Bathsheba,BB,13.2167,-59.5167,83.01,88,20,20.71,few clouds
493,Dalby,AU,-27.1833,151.2667,59.99,88,100,1.01,overcast clouds
494,Campbell River,CA,50.0163,-125.2446,77.59,36,20,2.3,few clouds
495,Lidkoping,SE,58.5052,13.1577,55.42,91,0,11.99,clear sky
496,Broome,US,42.2506,-75.833,77.9,85,0,4.61,clear sky
497,Birin,NP,26.8865,88.0718,65.52,89,100,2.37,overcast clouds
498,Huanren,CN,41.2647,125.3667,77.54,91,99,1.01,overcast clouds
499,Maroantsetra,MG,-15.4333,49.7333,64.24,89,55,3.2,broken clouds
500,Ararat,AM,39.8317,44.7049,77.34,53,1,4.81,clear sky
501,Cehegin,ES,38.0924,-1.7985,72.91,53,0,3.29,clear sky
502,Egvekinot,RU,66.3167,-179.1667,50.2,49,30,13.02,scattered clouds
503,Ishigaki,JP,24.3448,124.1572,86.13,79,20,4.61,few clouds
504,Castro Alves,BR,-12.7656,-39.4283,63.72,93,10,4.23,clear sky
505,Saint Anthony,US,45.0205,-93.218,88.03,54,75,16.11,broken clouds
506,Lima,PE,-12.0432,-77.0282,59.25,77,100,16.11,overcast clouds
507,Grand-Santi,GF,4.25,-54.3833,75.07,75,13,2.75,few clouds
508,Ginir,ET,7.1333,40.7,58.78,72,89,9.84,overcast clouds
509,Olafsvik,IS,64.8945,-23.7142,52.25,91,100,15.19,light rain
510,Tigil,RU,57.8,158.6667,64.13,61,94,6.17,overcast clouds
511,Berbera,SO,10.4396,45.0143,92.07,37,25,24.05,scattered clouds
512,Kununurra,AU,-15.7667,128.7333,76.98,38,74,6.91,broken clouds
513,Abilene,US,32.4487,-99.7331,102.42,21,20,16.11,few clouds
514,Soyo,AO,-6.1349,12.3689,67.59,88,15,5.93,few clouds
515,Sao Raimundo Nonato,BR,-9.0153,-42.6994,78.12,45,14,2.89,few clouds
516,Loukhi,RU,66.0764,33.0381,63.1,92,99,8.01,overcast clouds
517,Irbit,RU,57.6705,63.071,58.78,77,32,3.51,scattered clouds
518,Sur,OM,22.5667,59.5289,86.77,61,97,3.87,overcast clouds
519,Biggar,GB,55.6167,-3.5167,51.3,96,67,6.08,broken clouds
520,Pontian Kecil,MY,1.4801,103.3899,76.8,86,100,7.2,light rain
521,Bama,NG,11.5221,13.6856,71.94,86,84,8.16,broken clouds
522,Porto Novo,BJ,6.4965,2.6036,73.04,87,74,5.86,broken clouds
523,Acapulco,MX,16.8634,-99.8901,81.48,84,58,7.72,broken clouds
524,Morondava,MG,-20.2833,44.2833,66.22,82,0,11.27,clear sky
525,Baturaja,ID,-4.1333,104.1667,72.45,95,100,1.72,overcast clouds
526,Abidjan,CI,5.3094,-4.0197,73.36,100,20,2.3,few clouds
527,Georgiyevka,KZ,43.0369,74.7114,64.44,72,40,15.66,scattered clouds
528,Raudeberg,NO,61.9875,5.1352,48.96,63,100,12.68,light rain
529,Saint-Joseph,RE,-21.3667,55.6167,64.78,71,25,5.88,scattered clouds
530,Mingaora,PK,34.7758,72.3625,72.64,89,49,1.14,scattered clouds
531,Geraldton,AU,-28.7667,114.6,43.21,93,4,11.5,clear sky
532,Codigoro,IT,44.8311,12.1142,78.1,68,0,4.61,clear sky
533,Sisimiut,GL,66.9395,-53.6735,43.95,88,84,17.98,broken clouds
534,Vostok,RU,46.4856,135.8833,65.21,95,100,3.96,overcast clouds
535,Santiago Del Estero,AR,-27.7951,-64.2615,60.6,30,0,9.01,clear sky
536,Nagorsk,RU,59.3172,50.8078,59.52,86,57,3.51,broken clouds
537,Bongandanga,CD,1.5,21.05,70.66,96,47,2.59,scattered clouds
538,Taltal,CL,-25.4,-70.4833,54.95,81,24,0.83,few clouds
539,Horsham,GB,51.064,-0.3272,62.71,59,0,6.91,clear sky
540,Alofi,NU,-19.0595,-169.9187,76.35,81,100,22.55,light rain
541,Comodoro Rivadavia,AR,-45.8667,-67.5,41.11,69,49,15.01,scattered clouds
542,Arlit,NE,18.7369,7.3853,88.75,39,33,11.77,scattered clouds
543,Kaeo,NZ,-35.1,173.7833,59.32,93,54,5.03,broken clouds
544,Trebinje,BA,42.7119,18.3442,80.96,42,0,5.75,clear sky
545,Lakselv,NO,70.0513,24.9718,44.42,100,85,1.14,overcast clouds
546,Motygino,RU,58.1831,94.7592,49.69,89,95,1.92,overcast clouds
547,Wakema,MM,16.6,95.1833,76.77,94,99,6.64,overcast clouds
548,Jertih,MY,5.7336,102.4897,74.93,90,100,4.88,overcast clouds
549,Suntar,RU,62.1444,117.6319,51.17,90,100,8.68,overcast clouds
550,Fairbanks,US,64.8378,-147.7164,53.6,93,75,12.66,moderate rain
551,Manadhoo,MV,5.7667,73.3833,80.15,81,100,17.69,light rain
552,Vila Do Maio,CV,15.1333,-23.2167,78.31,79,75,7.81,broken clouds
553,Henties Bay,NA,-22.116,14.2845,55.76,86,3,1.03,clear sky
554,Atambua,ID,-9.1061,124.8925,75.74,71,98,2.8,overcast clouds
555,Valer,NO,60.6785,11.8331,49.98,69,80,1.79,light rain
556,Ystad,SE,55.4297,13.8204,57.94,72,36,16.49,light rain
557,Nara,JP,34.6851,135.8049,87.96,55,80,2.59,broken clouds
558,Livadiya,RU,42.8692,132.6764,74.73,95,87,3.0,overcast clouds
559,Darhan,MN,49.4867,105.9228,54.88,88,100,6.51,overcast clouds
560,Novobirilyussy,RU,56.9514,90.6661,53.51,82,56,0.96,broken clouds
561,Chara,RU,56.9064,118.2631,55.47,74,93,1.63,overcast clouds
562,Alice Springs,AU,-23.7,133.8833,53.15,37,0,0.0,clear sky
563,Tongliao,CN,43.6125,122.2653,81.46,54,48,9.15,scattered clouds
564,Palana,RU,59.1167,159.9667,52.77,85,100,14.14,overcast clouds
565,Benjamin Constant,BR,-4.3831,-70.0311,73.78,98,92,0.2,overcast clouds
566,Baringo,KE,0.4667,35.9667,68.9,75,92,4.25,overcast clouds
567,Muros,ES,42.7762,-9.0603,69.1,74,87,14.63,overcast clouds
568,Karakulino,RU,56.012,53.7067,62.47,72,9,2.59,clear sky
569,Marinette,US,45.1,-87.6307,77.05,71,0,10.0,clear sky
570,Emerald,AU,-23.5333,148.1667,62.74,100,100,9.22,light rain
571,Yako,BF,12.9667,-2.2667,76.75,81,90,8.41,overcast clouds
572,Maldonado,UY,-34.6667,-54.9167,43.23,89,0,2.37,clear sky
573,Walvis Bay,NA,-22.9575,14.5053,53.1,72,4,3.22,clear sky
574,Murillo,CO,4.8739,-75.1715,48.42,95,91,1.66,overcast clouds
575,Bantry,IE,51.6833,-9.45,49.78,88,47,3.91,scattered clouds
576,Gold Coast,AU,-28.0,153.4333,66.24,86,100,4.61,overcast clouds
577,Zemetchino,RU,53.4973,42.6163,66.38,75,1,4.81,clear sky
578,Dalnerechensk,RU,45.9339,133.7225,77.41,82,77,11.97,broken clouds
579,Cabra,ES,37.4725,-4.4421,76.69,43,0,3.33,clear sky
580,Kiunga,PG,-6.1219,141.2906,76.95,96,95,2.68,overcast clouds
581,Tahoua,NE,14.8888,5.2692,83.43,57,46,15.03,scattered clouds
582,Sakaraha,MG,-22.9,44.5333,56.57,94,0,1.54,clear sky
583,Itaituba,BR,-4.2761,-55.9836,78.01,68,69,1.9,broken clouds
584,Batagay-Alyta,RU,67.8006,130.4114,48.76,81,100,3.0,light rain
585,Erenhot,CN,43.6475,111.9767,77.77,40,97,13.22,overcast clouds
586,Atar,MR,20.5169,-13.0499,93.54,31,3,5.23,clear sky
587,Port Macquarie,AU,-31.4333,152.9167,64.89,46,15,5.97,few clouds
588,Payo,ID,-3.7508,103.6372,71.85,92,82,1.52,broken clouds
589,Valdivia,CL,-39.8142,-73.2459,43.63,98,100,3.0,overcast clouds
590,Pietarsaari,FI,63.65,22.6833,62.73,100,100,3.91,light rain
591,Carauari,BR,-4.8828,-66.8958,79.34,76,68,1.68,broken clouds
592,Kiel,DE,54.3213,10.1349,52.92,100,13,6.91,few clouds
593,Ribeira Grande,PT,38.5167,-28.7,75.97,84,56,8.9,broken clouds
594,Katangli,RU,51.7102,143.2326,59.88,80,41,17.07,scattered clouds
595,Mujiayingzi,CN,42.1167,118.7833,79.16,47,98,3.87,overcast clouds
596,Poshekhonye,RU,58.4993,39.1353,66.79,71,91,3.56,overcast clouds
597,Gamba,GA,-2.65,10.0,68.72,87,55,3.98,broken clouds
598,Aklavik,CA,68.2191,-135.0107,77.0,41,75,11.5,broken clouds
599,Dzaoudzi,YT,-12.7887,45.2699,69.69,88,0,5.75,clear sky
600,Hasaki,JP,35.7333,140.8333,75.29,72,100,6.4,overcast clouds
601,Elmina,GH,5.0898,-1.348,72.21,87,55,7.34,broken clouds
602,Labuhan,ID,-6.8844,112.2051,75.56,80,39,7.76,scattered clouds
603,Roquebrune-Cap-Martin,FR,43.7641,7.4821,80.51,81,30,9.84,scattered clouds
604,Bacabal,BR,-4.2917,-44.7917,77.63,71,69,2.48,broken clouds
605,Dapaong,TG,10.8639,0.205,73.42,85,38,4.9,scattered clouds
606,Gornoye Loo,RU,43.7129,39.6049,69.58,79,1,5.57,clear sky
607,Saldanha,ZA,-33.0117,17.9442,55.22,94,3,10.45,clear sky
608,Xianyang,CN,34.3378,108.7026,86.72,63,21,0.36,few clouds
609,Fredericksburg,US,38.3032,-77.4605,76.32,86,100,9.22,heavy intensity rain
610,Vila Velha,BR,-20.3297,-40.2925,73.94,84,0,10.0,clear sky
611,San Luis,AR,-33.295,-66.3356,55.99,46,43,5.99,scattered clouds
612,Milledgeville,US,33.0801,-83.2321,87.94,68,0,5.75,clear sky
613,Merauke,ID,-8.4667,140.3333,80.46,81,92,11.05,overcast clouds
614,Victor Harbor,AU,-35.5667,138.6167,55.0,87,50,15.3,scattered clouds
615,Shadegan,IR,30.6497,48.6647,92.95,64,1,9.44,clear sky
616,Bulgan,MN,48.8125,103.5347,56.53,94,56,4.65,broken clouds
617,Krasnoarmeysk,RU,51.0239,45.6969,64.2,61,1,8.32,clear sky
618,Rassvet,RU,46.8333,40.75,73.45,72,92,11.18,light rain
619,Kolokani,ML,13.5728,-8.0339,77.49,75,100,5.3,light rain
620,Narsipatnam,IN,17.6667,82.6167,77.31,90,100,3.56,overcast clouds
621,Gat,IL,31.61,34.7642,80.4,100,0,2.21,clear sky
622,Cassilandia,BR,-19.1133,-51.7342,75.87,33,4,3.49,clear sky
623,Kvareli,GE,41.9524,45.8151,72.93,71,76,1.43,broken clouds
624,Fare,PF,-16.7,-151.0167,77.11,79,53,23.69,moderate rain
625,Silifke,TR,36.3778,33.9344,80.22,74,0,1.48,clear sky
626,Reconquista,AR,-29.15,-59.65,50.07,77,0,7.31,clear sky
627,Pochutla,MX,15.7432,-96.4661,81.82,89,100,1.52,overcast clouds
628,Bilma,NE,18.6853,12.9164,92.08,28,78,7.87,broken clouds
629,Dutse,NG,11.7594,9.3392,75.11,79,99,9.06,overcast clouds
630,Hit,IQ,33.6416,42.8251,100.53,19,8,9.6,clear sky
631,Larap,PH,14.299,122.6504,79.09,89,100,4.83,overcast clouds
632,Shimanovsk,RU,52.0,127.7,66.43,69,91,14.03,overcast clouds
633,Skagen,DK,57.7209,10.5839,57.76,72,1,33.24,clear sky
634,Salinopolis,BR,-0.6136,-47.3561,78.64,84,41,13.73,scattered clouds
635,Nivala,FI,63.9167,24.9667,61.68,98,100,8.08,light rain
636,Cay,TR,38.5917,31.0286,69.85,77,12,4.0,few clouds
637,Russell,US,32.3502,-85.1999,91.0,79,0,0.0,clear sky
638,Camana,PE,-16.6228,-72.7111,60.89,85,80,5.99,broken clouds
639,Beisfjord,NO,68.3751,17.5988,48.25,77,49,6.24,scattered clouds
640,Dhidhdhoo,MV,6.8833,73.1,80.01,82,100,18.92,overcast clouds
641,Mondlo,ZA,-27.983,30.7177,49.17,89,4,3.31,clear sky
642,Waddan,LY,29.1614,16.139,81.07,44,0,14.81,clear sky
643,Uttaradit,TH,17.6667,100.5,71.87,98,100,1.83,overcast clouds
644,Miraflores,MX,19.2167,-98.8083,74.03,55,79,3.06,broken clouds
645,Jibuti,DJ,11.5,42.5,80.46,62,38,7.61,moderate rain
646,Sambava,MG,-14.2667,50.1667,64.17,88,10,8.68,clear sky
647,San Patricio,US,28.017,-97.5169,90.32,49,70,14.27,broken clouds
648,Mayo,US,38.8876,-76.5119,78.98,85,87,4.0,moderate rain
649,Consuelo,PH,10.6348,124.301,81.77,76,100,9.17,light rain
650,Touros,BR,-5.1989,-35.4608,74.44,82,43,12.57,scattered clouds
651,Port Hedland,AU,-20.3167,118.5667,62.65,39,0,10.36,clear sky
652,Wasilla,US,61.5814,-149.4394,61.75,88,100,5.75,light rain
653,Ballyshannon,IE,54.5,-8.1833,52.92,82,62,6.67,broken clouds
654,Hibbing,US,47.4272,-92.9377,81.91,54,40,6.91,scattered clouds
655,Road Town,VG,18.4167,-64.6167,84.29,76,47,19.15,scattered clouds
656,Ugoofaaru,MV,5.6667,73.0,80.51,81,100,18.05,overcast clouds
657,Korla,CN,41.7597,86.1469,83.19,27,88,9.17,overcast clouds
658,Viedma,AR,-40.8135,-62.9967,41.65,73,18,8.14,few clouds
659,Trujillo,PE,-8.116,-79.03,61.56,91,89,7.52,overcast clouds
660,Alyangula,AU,-13.8483,136.4192,79.9,69,100,7.61,overcast clouds
661,Mocuba,MZ,-16.8392,36.9856,61.34,97,0,2.3,clear sky
662,Beidao,CN,34.5686,105.8933,77.27,76,58,4.61,broken clouds
663,Mbini,GQ,1.574,9.6134,75.87,79,99,9.89,overcast clouds
664,Makat,KZ,47.6469,53.3463,77.32,28,22,9.42,few clouds
665,Cuamba,MZ,-14.8031,36.5372,63.64,58,0,1.72,clear sky
666,Nizhnevartovsk,RU,60.9344,76.5531,57.22,100,81,2.24,fog
667,Termini Imerese,IT,37.9837,13.6956,83.37,41,0,2.01,clear sky
668,Zakamensk,RU,50.3741,103.2863,55.9,85,97,3.06,overcast clouds
669,Aranos,NA,-24.1333,19.1167,57.0,27,14,9.44,few clouds
670,Fuyu,CN,45.1833,124.8167,76.71,58,22,4.99,few clouds
671,Batagay,RU,67.6333,134.6333,50.16,90,100,3.04,light rain
672,Benguela,AO,-12.5763,13.4055,66.15,84,64,5.37,broken clouds
673,Namatanai,PG,-3.6667,152.4333,83.52,66,100,3.2,overcast clouds
674,Filingue,NE,14.3521,3.3168,85.44,58,70,11.12,broken clouds
675,Ascension,US,30.2169,-90.9001,83.01,86,0,0.0,clear sky
676,Shubarshi,KZ,48.5872,57.1869,71.22,40,4,12.01,clear sky
677,Inuvik,CA,68.3499,-133.7218,77.7,33,44,14.9,scattered clouds
678,San Francisco,US,37.7749,-122.4194,81.52,74,75,19.57,broken clouds
679,Wyszkow,PL,52.5928,21.4584,77.14,68,49,7.61,scattered clouds
680,Jacareacanga,BR,-6.2222,-57.7528,85.59,37,58,3.02,broken clouds
681,Nicoya,CR,10.1483,-85.452,76.64,90,81,4.63,broken clouds
682,Ziarat,PK,30.3823,67.7282,63.48,74,17,1.5,few clouds
683,Keningau,MY,5.3378,116.1602,72.97,98,99,1.01,light rain
684,Ushtobe,KZ,45.2514,77.9838,70.25,34,59,11.54,broken clouds
685,Mackay,AU,-21.15,149.2,78.67,83,18,2.86,few clouds
686,Okha,RU,53.5739,142.9478,58.62,82,96,22.48,overcast clouds
687,Tingo Maria,PE,-9.2895,-76.0088,69.28,98,100,1.63,overcast clouds
688,Trelew,AR,-43.249,-65.3051,41.23,71,95,12.97,overcast clouds
689,Senador Jose Porfirio,BR,-2.5908,-51.9542,77.58,77,51,2.21,broken clouds
690,Angoram,PG,-4.0625,144.0661,79.95,84,100,1.83,overcast clouds
691,Araouane,ML,18.9048,-3.5265,96.39,29,97,6.76,overcast clouds
692,Jutiapa,GT,14.2833,-89.9,70.41,93,98,3.69,overcast clouds
693,Sangolqui,EC,-0.3341,-78.4522,55.89,86,93,2.75,light rain
694,Lishui,CN,28.4604,119.9103,87.31,68,96,1.99,overcast clouds
